# nodes
v	276557796	36.3608911	127.3624131
v	276557797	36.3615857	127.3633208
v	276557798	36.3621231	127.3642891
v	276653832	36.3635000	127.3600653
v	276653839	36.3642933	127.3614350
v	276653860	36.3655645	127.3641036
v	276653866	36.3661061	127.3653072
v	276653872	36.3665465	127.3660554
v	276653878	36.3715604	127.3735920
v	276653879	36.3721111	127.3745418
v	276653880	36.3729943	127.3761281
v	277873667	36.3578178	127.3684560
v	277875231	36.3854643	127.3542761
v	277875240	36.3813198	127.3555770
v	277875249	36.3810743	127.3556907
v	277875256	36.3807365	127.3558945
v	277875265	36.3799607	127.3565529
v	277875274	36.3790842	127.3573978
v	277875282	36.3786918	127.3578816
v	277875289	36.3774459	127.3601035
v	277875296	36.3766516	127.3614448
v	277875305	36.3762774	127.3621932
v	277875313	36.3760269	127.3629823
v	277875328	36.3755180	127.3654682
v	277875336	36.3753033	127.3659406
v	277875343	36.3749971	127.3663663
v	277875352	36.3746271	127.3667053
v	277875360	36.3741152	127.3670175
v	277875368	36.3734684	127.3673352
v	277875376	36.3727848	127.3676462
v	277875383	36.3718247	127.3678488
v	277875389	36.3714859	127.3679403
v	277875396	36.3711711	127.3680488
v	277875403	36.3708523	127.3682837
v	277875410	36.3694350	127.3704245
v	277883854	36.3651380	127.3698006
v	278081585	36.3410565	127.3525627
v	278081586	36.3439118	127.3516640
v	278081588	36.3453062	127.3513682
v	278081589	36.3468639	127.3508852
v	278081590	36.3483615	127.3499684
v	278081591	36.3490195	127.3497363
v	278081592	36.3502761	127.3498189
v	278081593	36.3520533	127.3503521
v	278081594	36.3536527	127.3514184
v	278081595	36.3563540	127.3552926
v	278081596	36.3581668	127.3579228
v	278081598	36.3639238	127.3638220
v	278081599	36.3645174	127.3650667
v	278081600	36.3656044	127.3674453
v	278081601	36.3672496	127.3698050
v	278081602	36.3691293	127.3721494
v	278081603	36.3713771	127.3757574
v	278081604	36.3726534	127.3781140
v	278081605	36.3731685	127.3792074
v	278081606	36.3727808	127.3942714
v	278081608	36.3739480	127.3985134
v	278081609	36.3748011	127.4012503
v	278081610	36.3754764	127.4038449
v	278081611	36.3764361	127.4069728
v	278081612	36.3776090	127.4093897
v	278081613	36.3787109	127.4105271
v	278081614	36.3801681	127.4111669
v	278081615	36.3816254	127.4113802
v	278081616	36.3939590	127.4114512
v	278081617	36.3987218	127.4123754
v	278081618	36.4062926	127.4143658
v	278081619	36.4093848	127.4161785
v	278081620	36.4141477	127.4186310
v	278081621	36.4148585	127.4187021
v	278081625	36.4168134	127.4178846
v	278081626	36.4174532	127.4178135
v	278081627	36.4199254	127.4167352
v	278081628	36.4210075	127.4153966
v	278081629	36.4213630	127.4145435
v	278081630	36.4220738	127.4141170
v	278081631	36.4228316	127.4123395
v	278081632	36.4233179	127.4115223
v	278081651	36.4255216	127.4086789
v	278081652	36.4270144	127.4075415
v	278081653	36.4285428	127.4054444
v	278081655	36.4319194	127.4002551
v	278081656	36.4341942	127.3978737
v	278081659	36.4389449	127.3912706
v	278081660	36.4400233	127.3895565
v	278081661	36.4411607	127.3880992
v	278081662	36.4416583	127.3876727
v	278081663	36.4429434	127.3875023
v	278081664	36.4442131	127.3875271
v	278081665	36.4457458	127.3877793
v	278081666	36.4473097	127.3889523
v	278081667	36.4486959	127.3906583
v	278081668	36.4497977	127.3922578
v	278081669	36.4510417	127.3944615
v	278081670	36.4517882	127.3962387
v	278081671	36.4521791	127.3974471
v	278081672	36.4536701	127.3993237
v	278081673	36.4542033	127.3997502
v	278081674	36.4555982	127.4009529
v	278081675	36.4571197	127.4014635
v	300493049	36.3739487	127.3783809
v	300493050	36.3738987	127.3783539
v	300493051	36.3737507	127.3784499
v	300493052	36.3736640	127.3784216
v	300493053	36.3732457	127.3777799
v	300493056	36.3692354	127.3713954
v	300493057	36.3683367	127.3702669
v	300493058	36.3682597	127.3702119
v	300493059	36.3672927	127.3690509
v	300493060	36.3669055	127.3685376
v	300493061	36.3658924	127.3668921
v	300493062	36.3655797	127.3662369
v	300493069	36.3632834	127.3612906
v	300493070	36.3630267	127.3608409
v	300493223	36.3478777	127.3508009
v	300493224	36.3483484	127.3506345
v	300493225	36.3484297	127.3506089
v	300493226	36.3487946	127.3505049
v	300493227	36.3492195	127.3504158
v	300493228	36.3494787	127.3503639
v	300493229	36.3500055	127.3503611
v	300493231	36.3504007	127.3504049
v	300493232	36.3506795	127.3504194
v	300493233	36.3513433	127.3505514
v	300493234	36.3516649	127.3507179
v	300493237	36.3522857	127.3510065
v	300493238	36.3527441	127.3512933
v	300493239	36.3530252	127.3514754
v	300493241	36.3533582	127.3517635
v	300493242	36.3542216	127.3527129
v	300493243	36.3547047	127.3534509
v	300493245	36.3554707	127.3545849
v	300493247	36.3562567	127.3557459
v	300493248	36.3566867	127.3563469
v	300493249	36.3571587	127.3570849
v	300493250	36.3579557	127.3581229
v	300493251	36.3585757	127.3588599
v	300493253	36.3596587	127.3600489
v	300493255	36.3625832	127.3633005
v	300493256	36.3632567	127.3642559
v	300493257	36.3650607	127.3676439
v	300493258	36.3655187	127.3683819
v	300493259	36.3661967	127.3693509
v	300493260	36.3665847	127.3698439
v	300493261	36.3680898	127.3715908
v	300493262	36.3691308	127.3730932
v	300493263	36.3701207	127.3746659
v	300493265	36.3704507	127.3751849
v	300493272	36.3710804	127.3761536
v	300493274	36.3714037	127.3767009
v	300493276	36.3717177	127.3775557
v	300493278	36.3718427	127.3780119
v	300493280	36.3719567	127.3787229
v	300493282	36.3719797	127.3792689
v	308478118	36.4311256	127.4014601
v	309314134	36.3561606	127.3684419
v	309314147	36.3621028	127.3684813
v	309314150	36.3623084	127.3684417
v	309314154	36.3636288	127.3672785
v	309314155	36.3628970	127.3607973
v	309314156	36.3622975	127.3597638
v	309314157	36.3613223	127.3578418
v	309314158	36.3596078	127.3521346
v	309314160	36.3594678	127.3516235
v	312220728	36.2753270	127.3454039
v	312220742	36.2751050	127.3467461
v	312220753	36.2754178	127.3497533
v	312220764	36.2758442	127.3541609
v	312220792	36.2768013	127.3555118
v	312220801	36.2782208	127.3569595
v	312220808	36.2795528	127.3565500
v	312220816	36.2814904	127.3567308
v	312220823	36.2834537	127.3569698
v	312220830	36.2856754	127.3572475
v	312220849	36.2886843	127.3578159
v	312220854	36.2911917	127.3588192
v	312220861	36.2921492	127.3589890
v	313916949	36.2613231	127.3377290
v	313916962	36.2605374	127.3378282
v	313916975	36.2597830	127.3384118
v	313916993	36.2594279	127.3390289
v	313917011	36.2593985	127.3395279
v	313917036	36.2663645	127.3304639
v	313917041	36.2669113	127.3314853
v	313917046	36.2671634	127.3321994
v	313917050	36.2674026	127.3331590
v	313917055	36.2674356	127.3337497
v	313917345	36.2929418	127.3588649
v	313917346	36.2941512	127.3593642
v	313917347	36.2968346	127.3608656
v	313917348	36.2987176	127.3616851
v	313917349	36.3001717	127.3622189
v	313917350	36.3017638	127.3622925
v	313917351	36.3034020	127.3619152
v	313917352	36.3046169	127.3612065
v	313917353	36.3057305	127.3600837
v	313917354	36.3062090	127.3594395
v	313917355	36.3359491	127.3540992
v	313917360	36.3324497	127.3550188
v	313917361	36.3073944	127.3584058
v	313917362	36.3095830	127.3564739
v	315812300	36.3119615	127.3554700
v	315812301	36.3147997	127.3545014
v	315812304	36.3172952	127.3531463
v	315812305	36.3191406	127.3524221
v	315812307	36.3217105	127.3521257
v	315812308	36.3232395	127.3524447
v	315812309	36.3261191	127.3542255
v	315812311	36.3288492	127.3555156
v	315812312	36.3312896	127.3556578
v	317557370	36.3740839	127.3781776
v	317557379	36.3742593	127.3781960
v	317557387	36.3743776	127.3780654
v	317557393	36.3744388	127.3779023
v	317557396	36.3752138	127.3773149
v	317557401	36.3757545	127.3768614
v	317557405	36.3762742	127.3764090
v	317557410	36.3766526	127.3761463
v	317557417	36.3767788	127.3759616
v	317557426	36.3769145	127.3757879
v	317557433	36.3771195	127.3755904
v	317557441	36.3772167	127.3754350
v	317557442	36.3772991	127.3752642
v	317557443	36.3773996	127.3740613
v	317557444	36.3774622	127.3732974
v	317557445	36.3774658	127.3730002
v	317557446	36.3774501	127.3728005
v	317557447	36.3774068	127.3726285
v	317557448	36.3773274	127.3724035
v	317557449	36.3772336	127.3722255
v	317557450	36.3756997	127.3704881
v	317557451	36.3755380	127.3702618
v	317557452	36.3754375	127.3701002
v	317557453	36.3753620	127.3698918
v	317557454	36.3752902	127.3695326
